0	UNK	worst rt0 trishee crokers #suchaniceperson bewley second-highest #happynationalsiblingsday #eveangel #mistyhour
1	UNK	#thethirstisalive tumben rodineka bazookarocks xhey monday-like colorfest worst #itswhoyouknow lyrcs
2	UNK	#insuranceclaim accelerant fleurie ya.xx worst #benq 374.43 #buzzforrewards #soreadyfortheweekend trayveon
3	UNK	pleaseee.please carra seyfi pittsburghs barasa #grandaulteamtoplay4 howcouldyou worst xd5110 lod
4	UNK	#irk aurevoir stomachaches #ohhokay nut-shots robak #alltimefavs worst wrongs #admin3
5	UNK	worst hefo #12millionbarbz portugalthanksthebiebercrew #noneedforthat #tradeshub #dryice a1m #logantweet 4afollow
6	UNK	#picspam worst #affirm tahay kapiolani press-up overlaying fuuuq betuuul franciskenz
7	UNK	resetted albino's #zanessacomeback bigatin #jpylesenior kwangminnie fiyoun worst 30b #sfahomecoming2k12
8	UNK	tinding #bpn worst mybighead encouter #righttodie microcell #lovehelpingpeople ffuuccckkk stephane
9	UNK	nambiar's #1dfansinbangkok tanjung re-edits #gonnakickbutt #beardpower amaaazing #bumpshow worst revlons
10	UNK	contrabida #titfuck dell carbonic haezek #smilecamp #nahmsayin worst zabadani #guiltyasfuck
11	UNK	mahinhin #aliveandblessed #followfredo #dax croakin cusps pretty.lol isotta worst #hopeigo
12	UNK	marez #gooddad #closertome #physicsproblems worst sarrrap #mydorm #deadarms #jokedout #ellenhelpemilymeetjb
13	UNK	bastereds pinteerr worst #powerhouse30 #the #mhsm ngbrol giahi parlaaay no'ing
14	UNK	difikirkan worst #bwisit air-conditioner coughdrops game.and swirling #fayrouz #ilovefood #howtolookgoodnaked
15	UNK	#ilovethemtoomuch #mybednotyours catscratch trlambat #fatfucker dadai said.sense worst pili-pili wifh
16	UNK	friench luscious eurorack 274.30 1439 #rolemodel fresherrr portuguess worst hjfhvhsndb
17	UNK	flugrn ribbon's 5fee worst advaced hopar kekx bemba 307.62 vegaterian
18	UNK	whackadoodle #fatherinlaw tcchs mayday's worst outtings club #head antonette thesweetest_jay
19	UNK	#iqtest worst #annoyin #askazubuike stea jessie-j #howboutit #iamageek ocak yjeeny
20	UNK	worst #surfersparadise lodom #gojets october's dulaan perrez 255th #panicfamily lochet
21	UNK	malabas #bitlatenow #vijayawada jerii decc worst betel whss oneies #horsechat
22	UNK	well.good worst halted #bbcworld #highschoolsoccer electrocutioner govt weekfor presell brudahh
23	UNK	#cvd 477th borowski ngets tjoyy worst punctuational woggie #positivityiskey #bitestongue
24	UNK	70.17 worst chicen #byenewyork skillsxd follow.te sumur electn soles rakayla
25	UNK	relaxment #alwaysnaked wasge dtraktir worst bangipong lo1 feelinns 3,177 hellmans
26	UNK	#irratated pedersons #bitchwork #teachersalwayssay stevs cucui worst niueans caannt bosay
27	UNK	worst perfectin evridae #19daysleft #buzz cliparts osi #skeptics allebei #lovegame
28	UNK	bsd worst roanic apparelbrand #thegovernmentshutdown u.poland #happttweet 12091210 #sweve #windmill
29	UNK	worst #yvrbloggers dahmm mafi carage #deutschland configured bullshitters systemone rumahnya
30	UNK	cliterally paynephone smthg shudex #followmederrickjohnson dedh otherwiseee shelina worst bayrou
31	UNK	#impopular worst hildegard 1tu turninnn #djokovic badei #beachedwhale fatiye pihikan
32	UNK	#servicespace #buyroaronitunes amaziingly flatlines #10daystogo #wearebetterwithbtrworldwide jobroseneuroclub worst omgomgomggg thirtytwo
33	UNK	pre-celebrate diskonan bufoni clariece #veteransday khaliddd #thougtsduringschool natatae worst #acrossthepond
