0	UNK	compiuter idunnoo appstores gmaw deepz natrap udakiwe ohgodwhy happiest #saguni
1	UNK	#younotslick 7eem cpming g4 oyato reethi wondercon happiest ba2olo #obrien
2	UNK	yearss #bestgfintheworld asyong happiest reeekk #jerkk #accurate penaly wzara anagram
3	UNK	happiest groupshoutout 8300 #nodeeremoji #badassnight milkovich #positivethought respondemeee 219th #therunningman
4	UNK	#vanpoli jiggety stafium #sofuckingwhat xd.then tubuh #outtathisworld harrddd happiest ressst
5	UNK	happiest daby pakituloy #lotterytickets proovin cowboysnation magjjoke #followcreativediscto20k #yvescharmsinlucena #teletubbies
6	UNK	happiest bananapudding nethey #exaughsted youthough itsh #justpracticing 2amal cornley pinapaexcite
7	UNK	nmmi churchd #zaynmalikfollowspree k-drama's dianas 3bites happiest aula #noother ownway
8	UNK	rihmember wakwkakwk happiest mexcan dr_kelewele wouhhh chail #dickshots #zou austin_ismine
9	UNK	palying #thesingoff happiest twitmuslim #blooper necks distortion #timeneedstohurry purposed vincennes
10	UNK	ffnet happiest lemaster chearin makatagal nairoby #teamcarson shieeett hvent #winghouse
11	UNK	#ineedamassage happiest #stillinvacationmode pantone well.you tommaso pullet muhabbet miss trolley's
12	UNK	cherren azelyn todaly happiest #updatestock #gc_ mag-abot musical's slavineonstarmagicball ibas
13	UNK	imym pakist #1dtour2013inpuertorico 01:49 4monthz maharaaj happiest #smoothskin nghe 1dfanbook
14	UNK	microsofttm enchilada's #stopsubtweeting happiest gonzo's a-flat lockless #thuglivin #canneverbehappy lilydale
15	UNK	branching sq.ft happiest #agt_au shanarra tailer 356.92 jouer 2daii 2456
16	UNK	happiest kutuk-ing exclussive 337.84 02.16 hox nutsac #prayforlydia 646-468-1258 #karenatics
17	UNK	#whydoesthiskeephappening nighteu swaaan edden sopian #smartfibaasia happiest amaaazzziiinnnggg #myppl selinam
18	UNK	bela-belain bapbackwithpower #imsingle 2marr #noalec 207.28 happiest #chasingthesuninireland #angie #iammyhair
19	UNK	#gettingbackintoshape #unicorngang #97secondsat9 raymel 10pt olliee happiest real_liam_direction bisby na-na-na-na
20	UNK	gezi post-single tweet-fb awesomely happiest #fineass #primaryschool #pinktaco exemplifying besftriend
21	UNK	stirs henrylaufp mouthe happiest umer's twigs foopa ditilang thankyajesus #isaac2012
22	UNK	fro-yo whatevuhhh genest go-getter #cherylcolewantstoeatme ceremonys happiest twosie seyfi 2spanish
23	UNK	#uptheclarets freddyyy #leighton salutate happiest #sellsellsell saadiya #uffda brammers urbandale
24	UNK	1130-1 newitems #notaboutyou crazeeey happiest heian modiin #danjuggles account.can gagagagagaga
25	UNK	plumber dempster #blackparade #2liveanddieinla fhonee happiest #beautifulcreature #crazymofofolowspree rmx manscape
26	UNK	happiest onasis #jessicasanchezftw kassadin ishashare #offline4sleep fynelisa dempo opt booi
27	UNK	justso happiest whorez tona #jokesonus dokz to2mory dunow dequindre toneddd
28	UNK	tavaris paratown #shootout #brainsandbeauty toomey jurelle naroo happiest shijo cjance
29	UNK	mistii #heughan kompom sooorryyy 10cents happiest lasane <(~_~)> #footballscominghome #lookin4myself
30	UNK	wembeley #besttimeoftheyear shandong happiest traneece neurons indust derrie takkar fonin
31	UNK	jedidiah minnuuttess ortac kiiit hahahahahahahahaha happiest loft #gooddaytoday #staymad #caughtem
32	UNK	greggors sfcc gogan #yougottachill happiest hope 26:8 inbox's 5oth arnab's
33	UNK	#joelvillanueva mr5 peeved happiest haixxx looter thurrs #getveeoneeyeto100k #proudsenior 213.90
34	UNK	happiest unemotionally 7.00 afro-asian crazyshadynerd kalynne #besthairever jpmap smitho 28-3
35	UNK	mrsd happy.congrats korsel dikeds happiest franc steffany tersi gelangnya #thanksaustin
36	UNK	8.02 14344 #atmospheremiami sadtweets booorrriiinnnggg pagirt antiekathe ascs happiest wisnieski
37	UNK	wednesdday bizen creepy-looking 1.can happiest #kellyclarkson obahama chemics interprate yadoh
38	UNK	#overexposedtour happiest #sweetmusic jassom wished #lrrandom4afollow 7439856394 barbuda puppyy ypuu
39	UNK	okayss oraibi #timeflieswhenyourehavingfun happiest fineberg karsen's nisson natee fucktion sud
40	UNK	#ourhome doctors happiest sorrowing listeinin nuart trentside ryden #bootporn salinity
41	UNK	#teamtia 4eme lmfaort happiest worcestershire #craigto8k #lastnightout rewarching #camwhores taronga
42	UNK	#mademen hucum happiest baneful leishy hav't big'en free-way bibliography #supportit
43	UNK	..goo.gl/lw0gp mamma's happiest asiknyaa navajo's #madeinjapan bumbletour 60.1 masuk administra
44	UNK	#suckerforalovestory #peoplethatmakemelaugh sickest #pawspreview #seds happiest #someonetakemyplace #sincerelyme #imsoglad ajayi
45	UNK	oktoberfest eeea 08979345551 happiest #notratchet listsen no studet regram espm
46	UNK	#dbc2012 babydaddie spiit 22/06 dawri happiest epo's drewling #hoodcanal ahsge
47	UNK	#mycravings stonewalling happiest #droidthetypeofnigga #marchwish #joeyvotto nakakatampo humptastic #dwightschrute #dontmissmetoomuch
48	UNK	smhb et7 yorapopo preferee arien #greeaat happiest rajendran mrs.wells #mtvaskmortal
49	UNK	pendapat tuty bst wilhelmsen guyzez opinion happiest semangaaat #skypemoments bergkamp
50	UNK	#truesampsonite wheek 808s shosh happiest passsing piaja minuites #beatthegators #lastbreath
51	UNK	#copperhead gappie awaken happiest woogs snowsports yaumil capcuuss #newpurse tjg
52	UNK	#path kwkwkwrt dayyuuum 4trouble #pebbles hkia happiest milestone spoderman primula
53	UNK	tfl's shawty opined happiest deja'vu jviana 17:34 #passmeabeer klr jericca
54	UNK	fidot smoothiest tsawi #blondejoke #nolongermyfriend deard happiest #day57 aha.and adelard
55	UNK	thiszx 01.56 happiest daaamn strezz joongkok xberapa #getmesome #asktommo hε
56	UNK	happiest skipa #oregonzoo #nailartjunkie hasnr makakaraos #blackbarmitzvah marahs agumon #beardo
57	UNK	leukste 4.5 jamless discusions non-awkward quach #bigmommashouse happiest after-workout rahall
58	UNK	eagger kity #buhaybaboy beardstown shated seryosohin 2,847 happiest yoli_tn holdalls
59	UNK	#mucky happiest cortadito lambswool batteryacid raich doubledeex muziqhedz nzara #someoneidliketoomeet
60	UNK	gggreat dakay happiest #dawnoftheposers energuard #domo agberos woowoowoo #varna imazing
61	UNK	happiest #straightlikethattt palpating nadala #facebookpage pennyboarding 276.47 ndian bartenda #apologise
62	UNK	#embarresed promese swerry diesha holdinng happiest #lavacon seestersss madjid mouahh
63	UNK	chaaance creap iboh briga obssession pleashh happiest #yabound #assassass cherbear's
64	UNK	happiest #thanksparentals rightnw #th14 #fly of.but #soclose pacemate #dontyathink 😑
65	UNK	#pleconf 349.11 10guys #majorimpact fantics soon.watch happiest birrrffday #bonercity #10reasonsforsupportjkt48
66	UNK	kkke #ascapexpo #tissuesplease happiest brope #cheerleaderlife devostated worldgroup mutimuts jasminecsforbestnewfemaletvpersonality
