0	UNK	shit #yesuare psw #instaworthy don's #baldman #sticktogether fishwife #wankhede ub2
1	UNK	#whatab #richo kriminal #whowantstotakeme shit shemagh bourbonnais ustin tomska un-stable
2	UNK	poodahs door.this #hankjr #munprobs yummyumm #bestsaturdayever #itsalright shit brew eonna
3	UNK	zucchero clet shit youtybe barton ffactor #sactweetup dipwad #1morefollower ehms
4	UNK	tech #creeptweet #marques place-based ymv looming #imjuzsayin shit #triplehoshow kak.wish
5	UNK	pre-lunch gluteny shit 405-410-5720 berryreview 08784504907 __friendlyghost jajajaajaj ooopsi sick.it
6	UNK	sasses cabella shit #thoughtiwouldletyouknow #totallysober #generalassembly2013 #swagshit bradha ooowwwe #shoeprobs
7	UNK	#deheart 92.39 caughtt 5w1h #sevenfold from.her shit nagdadasal ifeels grandmamma
8	UNK	shit los-angeles #nothingbeatsthis dickman #ilovewhenyou acomm kompeni makarenas howarth fоllоwers
9	UNK	#socialfitness #ripisabella 1.eat machmach #bantu lmgstao jdkn shit #proudtobeaneagle culturee
10	UNK	thangk ʊя #broughttearstomyeyes 143431 #bradliever exsanguination listesi lololololololololololo shit dsb
11	UNK	aloonnneee shit #brokenornot 319.35 facta sanjai #treyburke kolev #startmonday rudkin
12	UNK	bebol iinvitd moshkela shit #macbarbiegiveaway07 #aretheyforreal wreck-it #welcomehomemisha bolf standerd
13	UNK	razz manasula #hottieseverywhere morganhole shit gh1 #porkbelly traydor electrobeach arigatto
14	UNK	komed's hug-able wempitzz shit jinu #youmadbruh 3id tsela #yoursoannoying #ghettoshit
15	UNK	appuram keyworker milsy then.thanks p6820m340 bhaath paysss shit aseli 6413
16	UNK	#beercan hardtalk kneeling celestra ctfuuu shit #berdoa #wtv golpear oscar's
17	UNK	81.81 drezy #wheniseeyousmile flood-affected #theyseemerollin botom ivelise inches.harry shit forever_minho
18	UNK	coked-out stebbie #bestrolemodelever shit #commonlie #byeapril naglalakad symbo #gandhijayanti aerielle
19	UNK	herbalicous #tsucheer famely #lovegiles shit #castingchat #shenaegrimespicoftheday #fridaydatenight dazzie #omspikid
20	UNK	brak waseem pinkdee shit 4911d #ib #likeyesterday wanteed doxology #bulldoglove
21	UNK	gabt #yogurtcity nehta shit nastradamus shuckkksss dgnmu flustered myanmar's wawang
22	UNK	gerhardt #raybands ynoo #cheaptrick ask.me loop's felguk gown shit fradley
23	UNK	shit _buy_ #be2012 mengiringi #teamcertified #doitdoitdoit today-he #thingsugandanssay maithow thankyouhaveagreatday
24	UNK	menila yangssa #strictlysnacks leicesterrr #t1d shit decirlo pinternya topline widie
25	UNK	#touchrugby sholee gaulnya shit riseing door-or-or manchego #thereverend lights.miley #unc17
26	UNK	basen pleacee #lybargertwins shit feeelins #corsets massfollow sliq kadugo cybill
27	UNK	ayythang nightynight dibly án shit pg12 #followerlove #essentialembrace #thoughtyouwerecuteuntil nimepata
28	UNK	crheedictator shit decretive barraca chabge snifles trucking #dontworrybehappyzayn #ogcrew kashari
29	UNK	jurlique #julielmoonthedk imbibing nb1 #notoracism #myxvjsearch2012finals shit gaitor sheno youngerz
30	UNK	forking fischer's #neverheardofit mui 2099455239 gaha #dontworrybehippie babiieeesss shit itty-bitty
31	UNK	shit #sadmovie tossi akthaar #nigeriangirls #jonboogiee strutton tils ¹³ cartoonists
